,Company_Name,Country,Market_Cap,P/E_Ratio,Dividend
0,Microsoft,Italy,2820000.0,36.97,3.0
1,Apple,Italy,2600000.0,28.31,0.96
2,NVIDIA,Italy,1790000.0,65.68,0.16
3,ASML Holding,Italy,340170.0,43.42,6.1
4,SAP,Italy,197530.0,32.42,2.2
5,Intel,Italy,167950.0,106.97,0.5
6,Deutsche Telekom AG,Italy,110140.0,5.57,0.77
7,Infineon,Italy,43150.0,14.51,0.35
8,STMicroelectronics,Italy,37500.0,9.64,0.24
9,Orange,Italy,28540.0,12.61,0.7
