,Company_Name,Country,Market_Cap,P/E_Ratio,Dividend
0,Motorola,Russia,5100000.0,32.32,3.92
1,Verisk,Russia,3260000.0,58.36,1.36
2,Jack Henry&Associates,Russia,1190000.0,34.34,2.2
3,MTS,Russia,463570.0,10.65,44.4
4,Rostelekom Pref,Russia,222760.0,7.92,4.56
5,Rostelecom,Russia,222760.0,10.35,4.56
6,Tattelekom,Russia,10330.0,8.7,0.04
7,Bashinformsvyaz Pref,Russia,8260.0,3.81,3.66
8,Levenguk OAO,Russia,633.69,31.24,0.3
